zip,irs_estimated_population_2015
7031,15110
7032,35380
7033,7790
7034,9280
7035,9870
7036,40020
7039,30210
7040,24140
7041,7210
7042,24440
7043,12150
7044,13580
7045,10250
7046,4580
7047,52340
7050,26540
7051,860
7052,44750
7054,28620
7055,69590
7057,10660
7058,5720
7059,16160
7060,41850
7061,1382
7062,12590
7063,12640
7064,3510
7065,26180
7066,15050
7067,17940
7068,6220
7069,5940
7070,17160
7071,19700
7072,5730
7073,8880
7074,2800
7075,8620
7076,23890
7077,2630
7078,14020
7079,14690
7080,22770
7081,16130
7082,5770
7083,51050
7086,12730
7087,57740
7088,2970
7090,30400
7091,179
7092,6760
7093,52220
7094,17560
7095,19580
7096,210
7097,16
7099,0
7101,2371
7102,7690
7103,24210
7104,41850
7105,35700
7106,24850
7107,32300
7108,19970
7109,34470
7110,27840
7111,47210
7112,21370
7114,7370
7175,0
7182,0
7184,0
7188,0
7189,0
7191,0
7192,0
7193,0
7194,0
7195,0
7198,0
7199,0
7201,24810
7202,35760
7203,19740
7204,12680
7205,21000
7206,25830
7207,2702
7208,28260
7302,39070
7303,2121
7304,39350
7305,55560
7306,48300
7307,39430
7308,142
7309,113
7310,10780
7311,450
7395,0
7399,0
7401,6630
7403,7030
7405,17570
7407,19560
7410,32390
7416,5090
7417,10530
7418,2190
7419,8440
7420,4350
7421,6570
7422,5930
7423,4210
7424,22770
7428,607
7430,22780
7432,6840
7435,2390
7436,12460
7438,10960
7439,2230
7440,4380
7442,10410
7444,10690
7446,15000
7450,25260
7451,200
7452,12100
7456,11670
7457,4150
7458,11370
7460,3180
7461,17100
7462,5930
7463,9760
7465,6110
7470,50350
7474,586
7477,0
7480,14550
7481,16660
7495,0
7501,29270
7502,15150
7503,18380
7504,12420
7505,2070
7506,17690
7507,202
7508,21800
7509,2343
7510,0
7511,317
7512,10040
7513,11520
7514,16980
7522,19250
7524,12230
7533,168
7538,349
7543,462
7544,950
7601,39340
7602,419
7603,7960
7604,11640
7605,8490
7606,2480
7607,9310
7608,57
7620,1804
7621,26880
7624,8520
7626,8440
7627,4800
7628,16690
7630,7010
7631,25410
7632,5340
7640,4700
7641,3350
7642,10150
7643,9940
7644,22590
7645,8020
7646,16070
7647,4720
7648,5330
7649,8050
7650,16010
7652,25010
7653,208
7656,8520
7657,10490
7660,12610
7661,11560
7662,5480
7663,13400
7666,38940
7670,14640
7675,26100
7676,9090
7677,6320
7699,0
7701,23120
7702,4080
7703,701
7704,6350
7709,0
7710,209
7711,1470
7712,36700
7715,0
7716,7780
7717,1700
7718,6000
7719,20150
7720,3850
7721,3130
7722,9890
7723,840
7724,21040
7726,43870
7727,7210
7728,52250
7730,16370
7731,38200
7732,3700
7733,16130
7734,10120
7735,16920
7737,3850
7738,5940
7739,6090
7740,25420
7746,18510
7747,29290
7748,27430
7750,3050
7751,20960
7752,294
7753,35000
7754,557
7755,6010
7756,2390
7757,5220
7758,4610
7760,9090
7762,7900
7763,86
7764,6260
7765,54
7799,0
7801,23650
7802,1307
7803,3580
7806,0
7820,299
7821,8630
7822,990
7823,6470
7825,8450
7826,5570
7827,3370
7828,12700
7829,154
7830,6190
7831,142
7832,3520
7833,170
7834,17170
7836,11690
7837,135
7838,3160
7839,182
7840,28240
7842,170
7843,10780
7844,669
7845,265
7846,225
7847,1720
7848,4100
7849,8380
7850,6150
7851,420
7852,3540
7853,13000
7855,137
7856,3760
7857,2870
7860,22410
7863,3810
7865,2330
7866,21880
7869,25450
7870,135
7871,20290
7874,8500
7875,301
7876,10330
7877,271
7878,990
7879,235
7880,235
7881,0
7882,13420
7885,10460
7890,0
7901,22680
7902,360
7920,27090
7921,7230
7922,12340
7924,7440
7926,1063
7927,3970
7928,19570
7930,8450
7931,3240
7932,10190
7933,3180
7934,1470
7935,570
7936,11270
7938,267
7939,151
7940,14590
7945,9930
7946,3180
7950,19920
7960,38770
7961,450
7962,365
7963,348
7970,140
7974,12440
7976,1300
7977,954
7978,166
7979,659
7980,2330
7981,9020
7983,0
7999,0
8001,1362
8002,21270
8003,29870
8004,11100
8005,21880
8006,716
8007,4710
8008,6500
8009,12120
8010,9740
8011,120
8012,35360
8014,450
8015,17560
8016,30970
8018,307
8019,870
8020,2350
8021,41500
8022,9010
8023,526
8025,192
8026,2180
8027,4400
8028,14860
8029,4140
8030,11250
8031,10490
8032,431
8033,16590
8034,18060
8035,7080
8036,6060
8037,23070
8038,290
8039,229
8041,900
8042,328
8043,27120
8045,2490
8046,28710
8048,11960
8049,4740
8050,23430
8051,9800
8052,17790
8053,44200
8054,41090
8055,27660
8056,5170
8057,20280
8059,5260
8060,22470
8061,3210
8062,16600
8063,2700
8064,591
8065,6530
8066,6710
8067,1760
8068,6010
8069,11470
8070,11120
8071,8640
8072,497
8073,378
8074,410
8075,26860
8076,0
8077,18550
8078,7280
8079,8890
8080,35720
8081,46130
8083,9060
8084,6440
8085,20060
8086,7670
8087,21300
8088,22450
8089,3500
8090,7890
8091,5140
8092,3470
8093,8590
8094,37260
8095,351
8096,32120
8097,3090
8098,8390
8099,260
8101,742
8102,5340
8103,9230
8104,18570
8105,26240
8106,9040
8107,12200
8108,16490
8109,20500
8110,18210
8201,9400
8202,1270
8203,7660
8204,15540
8205,26150
8210,15050
8212,258
8213,381
8214,484
8215,11660
8217,314
8218,235
8219,462
8220,148
8221,6820
8223,4000
8224,714
8225,8040
8226,10000
8230,5450
8231,259
8232,18370
8234,43120
8240,780
8241,1170
8242,3460
8243,1780
8244,9850
8245,182
8246,305
8247,790
8248,144
8250,536
8251,8610
8252,410
8260,12380
8270,6570
8302,40700
8310,1540
8311,1940
8312,7360
8313,151
8314,250
8315,295
8316,554
8317,1160
8318,11180
8319,1230
8320,413
8321,234
8322,9740
8323,710
8324,360
8326,1610
8327,630
8328,1260
8329,283
8330,25820
8332,31200
8340,860
8341,1460
8342,322
8343,4410
8344,5360
8345,730
8346,720
8347,425
8348,270
8349,1560
8350,680
8352,1083
8353,520
8360,40500
8361,16350
8362,1470
8401,31780
8402,4890
8403,760
8404,1401
8405,0
8406,8550
8501,6490
8502,11360
8504,102
8505,17280
8510,4970
8511,910
8512,11040
8514,4270
8515,5710
8518,5240
8520,27420
8525,4570
8526,31
8527,52370
8528,420
8530,7010
8533,6650
8534,12820
8535,5170
8536,19720
8540,42330
8541,0
8542,3030
8543,403
8544,806
8550,20990
8551,5590
8553,760
8554,3530
8555,880
8556,158
8557,288
8558,7320
8559,4480
8560,3260
8561,258
8562,4730
8601,76
8602,113
8603,78
8604,125
8605,84
8606,90
8607,993
8608,690
8609,10920
8610,28170
8611,21000
8618,27870
8619,20790
8620,11450
8625,679
8628,8400
8629,11760
8638,18760
8640,2790
8641,4600
8644,0
8645,0
8646,0
8647,0
8648,28150
8650,390
8666,0
8690,19030
8691,15460
8695,0
8701,105330
8720,1077
8721,19060
8722,10440
8723,28960
8724,38620
8730,5020
8731,18630
8732,1648
8733,2640
8734,7080
8735,2630
8736,12160
8738,680
8739,494
8740,1904
8741,2530
8742,23350
8750,3420
8751,2830
8752,1730
8753,58420
8754,743
8755,23330
8756,93
8757,27640
8758,7060
8759,26540
8801,7340
8802,3990
8803,158
8804,2850
8805,12040
8807,38040
8808,271
8809,5230
8810,8410
8812,14040
8816,47000
8817,45040
8818,781
8820,40400
8821,497
8822,29670
8823,8690
8824,13220
8825,4090
8826,5180
8827,4210
8828,1990
8829,3490
8830,19260
8831,50030
8832,2990
8833,8860
8834,19
8835,9580
8836,3900
8837,15740
8840,16690
8844,39790
8846,13310
8848,7860
8850,8050
8852,18030
8853,5150
8854,49760
8855,496
8857,37880
8858,761
8859,23160
8861,52530
8862,1833
8863,12030
8865,26570
8867,5060
8868,129
8869,7190
8870,74
8871,115
8872,19240
8873,51260
8875,735
8876,21180
8879,19970
8880,4550
8882,14720
8884,7500
8885,198
8886,6760
8887,990
8888,324
8889,9540
8890,32
8899,0
8901,40370
8902,40860
8903,1923
8904,12430
8905,0
8906,261
8922,0
8933,0
8988,0
8989,0
9001,0
9002,0
9003,0
9004,0
9005,0
9006,0
9007,0
9008,0
9009,0
9010,0
9011,0
9012,0
9013,0
9014,0
9016,0
9017,0
9018,0
9020,0
9021,0
9028,0
9031,0
9033,0
9034,0
9036,0
9038,0
9042,0
9044,0
9045,0
9046,0
9049,0
9051,0
9053,0
9054,0
9055,0
9056,0
9058,0
9059,0
9060,0
9063,0
9067,0
9068,0
9069,0
9074,0
9075,0
9076,0
9079,0
9080,0
9081,0
9086,0
9088,0
9089,0
9090,0
9092,0
9094,0
9095,0
9096,0
9099,0
9100,0
9102,0
9103,0
9104,0
9107,0
9110,0
9112,0
9114,0
9123,0
9125,0
9126,0
9128,0
9131,0
9136,0
9137,0
9138,0
9139,0
9140,0
9142,0
9143,0
9154,0
9160,0
9161,0
9165,0
9166,0
9169,0
9172,0
9173,0
9175,0
9177,0
9180,0
9182,0
9183,0
9185,0
9186,0
9201,0
9203,0
9204,0
9211,0
9212,0
9213,0
9214,0
9225,0
9226,0
9227,0
9229,0
9237,0
9244,0
9245,0
9250,0
9252,0
9261,0
9262,0
9263,0
9264,0
9265,0
9266,0
9267,0
9300,0
9301,0
9302,0
9303,0
9304,0
9305,0
9306,0
9307,0
9308,0
9309,0
9310,0
9311,0
9312,0
9313,0
9314,0
9315,0
9316,0
9317,0
9318,0
9319,0
9320,0
9321,0
9322,0
9323,0
9324,0
9327,0
9328,0
9330,0
9331,0
9332,0
9333,0
9334,0
9336,0
9337,0
9338,0
9339,0
9340,0
9342,0
9343,0
9344,0
9346,0
9347,0
9348,0
9350,0
9351,0
9352,0
9353,0
9354,0
9355,0
9356,0
9357,0
9358,0
9359,0
9360,0
9361,0
9362,0
9363,0
9364,0
9365,0
9366,0
9367,0
9368,0
9369,0
9370,0
9371,0
9372,0
9373,0
9374,0
9375,0
9376,0
9377,0
9378,0
9379,0
9380,0
9381,0
9382,0
9383,0
9384,0
9386,0
9387,0
9388,0
9389,0
9390,0
9391,0
9393,0
9394,0
9396,0
9397,0
9399,0
9402,0
9403,0
9409,0
9420,0
9421,0
9447,0
9454,0
9456,0
9459,0
9461,0
9463,0
9464,0
9468,0
9469,0
9470,0
9494,0
9496,0
9497,0
9498,0
9499,0
9501,0
9502,0
9503,0
9504,0
9505,0
9506,0
9507,0
9508,0
9509,0
9510,0
9511,0
9513,0
9517,0
9520,0
9522,0
9523,0
9524,0
9532,0
9534,0
9543,0
9545,0
9549,0
9550,0
9554,0
9556,0
9557,0
9564,0
9565,0
9566,0
9567,0
9568,0
9569,0
9570,0
9573,0
9574,0
9575,0
9576,0
9577,0
9578,0
9579,0
9581,0
9582,0
9583,0
9586,0
9587,0
9588,0
9589,0
9590,0
9591,0
9592,0
9593,0
9594,0
9595,0
9596,0
9599,0
9600,0
9601,0
9602,0
9603,0
9604,0
9605,0
9606,0
9607,0
9608,0
9609,0
9610,0
9611,0
9612,0
9613,0
9614,0
9617,0
9618,0
9619,0
9620,0
9621,0
9622,0
9623,0
9624,0
9625,0
9626,0
9627,0
9630,0
9631,0
9633,0
9636,0
9642,0
9643,0
9644,0
9645,0
9647,0
9648,0
9649,0
9701,0
9702,0
9703,0
9704,0
9705,0
9706,0
9707,0
9708,0
9709,0
9710,0
9711,0
9712,0
9713,0
9714,0
9715,0
9716,0
9717,0
9718,0
9719,0
9720,0
9721,0
9722,0
9723,0
9724,0
9725,0
9726,0
9727,0
9728,0
9729,0
9730,0
9731,0
9732,0
9733,0
9734,0
9735,0
9736,0
9737,0
9738,0
9739,0
9740,0
9741,0
9742,0
9743,0
9744,0
9745,0
9746,0
9747,0
9748,0
9749,0
9750,0
9751,0
9752,0
9753,0
9754,0
9755,0
9756,0
9757,0
9758,0
9759,0
9760,0
9761,0
9762,0
9769,0
9771,0
9777,0
9780,0
9789,0
9790,0
9798,0
9800,0
9801,0
9802,0
9803,0
9804,0
9805,0
9806,0
9807,0
9808,0
9809,0
9810,0
9811,0
9812,0
9813,0
9814,0
9815,0
9816,0
9817,0
9818,0
9819,0
9820,0
9821,0
9822,0
9823,0
9824,0
9825,0
9826,0
9827,0
9828,0
9829,0
9830,0
9831,0
9832,0
9833,0
9834,0
9835,0
9836,0
9837,0
9838,0
9839,0
9840,0
9841,0
9842,0
9843,0
9844,0
9845,0
9846,0
9847,0
9848,0
9851,0
9852,0
9853,0
9854,0
9855,0
9858,0
9859,0
9861,0
9862,0
9863,0
9865,0
9868,0
9870,0
9871,0
9872,0
9873,0
9874,0
9875,0
9876,0
9880,0
9888,0
9890,0
9892,0
9895,0
9898,0
10001,19710
10002,71450
10003,39470
10004,4380
10005,8600
10006,3390
10007,5910
10008,910
10009,46940
10010,24020
10011,40950
10012,17250
10013,24680
10014,25220
10015,0
10016,42940
10017,17990
10018,8840
10019,34280
10020,2326
10021,36490
10022,29800
10023,52150
10024,50420
10025,73730
10026,30440
10027,45080
10028,39430
10029,60970
10030,23010
10031,47370
10032,48530
10033,45600
10034,34740
10035,26650
10036,25310
10037,16880
10038,18310
10039,23320
10040,36340
10041,23
10043,16
10044,7080
10045,0
10046,0
10047,0
10048,0
10055,20
10060,0
10065,24130
10069,5260
10072,0
10075,22000
10079,0
10080,0
10081,0
10082,0
10087,0
10090,0
10094,0
10095,0
10096,0
10098,0
10099,0
10101,488
10102,0
10103,199
10104,41
10105,334
10106,220
10107,406
10108,506
10109,0
10110,478
10111,1191
10112,563
10113,358
10114,0
10115,22
10116,1271
10117,26
10118,725
10119,392
10120,0
10121,34
10122,166
10123,554
10124,0
10125,30
10126,0
10128,51720
10129,161
10130,0
10131,0
10132,0
10133,0
10138,68
10149,0
10150,1045
10151,39
10152,107
10153,46
10154,433
10155,50
10156,410
10157,0
10158,38
10159,489
10160,0
10161,0
10162,1450
10163,2041
10164,0
10165,597
10166,295
10167,187
10168,253
10169,254
10170,334
10171,40
10172,388
10173,0
10174,52
10175,108
10176,30
10177,22
10178,436
10179,35
10184,0
10185,1067
10196,0
10197,0
10199,0
10200,0
10203,0
10211,0
10212,0
10213,0
10242,0
10249,0
10256,0
10257,0
10258,0
10259,0
10260,0
10261,0
10265,0
10268,259
10269,0
10270,0
10271,55
10272,302
10273,0
10274,418
10275,0
10276,418
10277,0
10278,0
10279,0
10280,7410
10281,677
10282,4910
10285,0
10286,412
10292,0
10301,33260
10302,16100
10303,24020
10304,38250
10305,36980
10306,50460
10307,12940
10308,25790
10309,29770
10310,22810
10311,0
10312,56670
10313,98
10314,79230
10451,43240
10452,70360
10453,73190
10454,31880
10455,35240
10456,80050
10457,64740
10458,66470
10459,41540
10460,47890
10461,44170
10462,74080
10463,60050
10464,3600
10465,35480
10466,59280
10467,84310
10468,67780
10469,58670
10470,13220
10471,17200
10472,57010
10473,50920
10474,10040
10475,35830
10499,0
10501,1330
10502,5930
10503,195
10504,11980
10505,1250
10506,5800
10507,5240
10509,18640
10510,9820
10511,2130
10512,23250
10514,12250
10516,5130
10517,928
10518,1360
10519,628
10520,12150
10521,92
10522,10050
10523,8840
10524,3920
10526,1870
10527,940
10528,11150
10530,12220
10532,5040
10533,7680
10535,730
10536,10540
10537,2200
10538,17200
10540,703
10541,24240
10542,561
10543,18930
10545,282
10546,1460
10547,6860
10548,2980
10549,15940
10550,34680
10551,774
10552,18520
10553,10070
10557,0
10558,0
10560,4210
10562,29320
10566,21740
10567,18560
10570,11990
10571,0
10572,0
10573,37040
10576,4940
10577,3010
10578,820
10579,8310
10580,17240
10583,39860
10587,770
10588,2370
10589,8010
10590,6360
10591,21760
10594,4980
10595,6190
10596,1704
10597,1000
10598,28610
10601,10060
10602,904
10603,17800
10604,10700
10605,18970
10606,15720
10607,7460
10610,0
10701,54000
10702,642
10703,19550
10704,29920
10705,35390
10706,8890
10707,9500
10708,20500
10709,9390
10710,25270
10801,35920
10802,729
10803,12870
10804,14510
10805,16270
10901,22790
10910,28
10911,28
10912,241
10913,5150
10914,743
10915,478
10916,4340
10917,2040
10918,10540
10919,1120
10920,8600
10921,4070
10922,1521
10923,8750
10924,11830
10925,4420
10926,3570
10927,11330
10928,3900
10930,8900
10931,900
10932,508
10933,620
10940,46390
10941,13160
10943,0
10949,667
10950,50690
10952,43610
10953,480
10954,22970
10956,31690
10958,3220
10959,102
10960,13450
10962,4990
10963,2410
10964,1420
10965,14920
10968,2130
10969,1220
10970,9570
10973,2130
10974,3030
10975,280
10976,1410
10977,63270
10979,224
10980,13230
10981,866
10982,378
10983,5820
10984,2500
10985,330
10986,1730
10987,3670
10988,701
10989,9120
10990,18600
10992,8980
10993,4630
10994,7430
10996,3280
10997,1801
10998,3180
11001,26970
11002,253
11003,44160
11004,12390
11005,1830
11010,23400
11020,6230
11021,17310
11022,603
11023,8930
11024,6710
11025,0
11026,0
11027,0
11030,18210
11040,42610
11041,0
11042,380
11043,0
11044,0
11050,29680
11051,0
11052,0
11053,0
11054,0
11055,0
11096,7670
11099,0
11101,28280
11102,31820
11103,33520
11104,25670
11105,32260
11106,35830
11109,5600
11120,0
11201,49500
11202,1925
11203,64970
11204,76700
11205,38330
11206,70670
11207,78830
11208,85530
11209,62070
11210,58560
11211,54880
11212,71850
11213,54280
11214,80680
11215,57840
11216,43790
11217,29350
11218,71050
11219,94890
11220,111430
11221,63630
11222,32690
11223,67530
11224,36070
11225,50680
11226,89750
11228,38150
11229,71470
11230,77620
11231,30180
11232,25010
11233,54720
11234,79070
11235,69930
11236,84350
11237,39670
11238,45910
11239,11980
11240,0
11241,0
11242,43
11243,128
11244,19
11245,0
11247,660
11248,0
11249,0
11251,0
11252,26
11254,0
11255,51
11256,0
11351,0
11352,1022
11354,52240
11355,90920
11356,24010
11357,37080
11358,35170
11359,0
11360,17360
11361,25800
11362,16430
11363,6400
11364,33810
11365,40550
11366,13390
11367,38200
11368,100270
11369,34610
11370,25770
11371,97
11372,65030
11373,97860
11374,40580
11375,63430
11377,84100
11378,33470
11379,32860
11380,139
11381,0
11385,90970
11386,679
11390,0
11405,0
11411,17930
11412,32970
11413,37120
11414,23540
11415,17130
11416,24480
11417,28750
11418,34440
11419,44380
11420,43510
11421,38570
11422,28400
11423,28290
11424,32
11425,25
11426,17860
11427,22080
11428,18820
11429,22950
11430,230
11431,1337
11432,56310
11433,30750
11434,55670
11435,49620
11436,17450
11439,56
11451,0
11499,0
11501,19150
11507,7610
11509,2290
11510,32870
11514,4590
11516,7990
11518,10240
11520,42530
11530,28860
11531,176
11535,0
11536,0
11542,23880
11545,11620
11547,1045
11548,1270
11549,32
11550,52300
11551,1239
11552,24880
11553,25970
11554,37020
11555,0
11556,14
11557,8080
11558,7560
11559,8450
11560,6320
11561,31560
11563,21470
11565,8900
11566,35900
11568,3240
11569,1554
11570,27160
11571,266
11572,30290
11575,16430
11576,12540
11577,12260
11579,4910
11580,41510
11581,21490
11582,483
11590,46820
11592,0
11594,0
11595,0
11596,10700
11597,0
11598,14000
11599,0
11690,656
11691,46310
11692,16700
11693,10360
11694,15740
11695,30
11697,3740
11701,25360
11702,13780
11703,16530
11704,37590
11705,7800
11706,61130
11707,134
11708,0
11709,6420
11710,34190
11713,10260
11714,22770
11715,4440
11716,10000
11717,62310
11718,3360
11719,2850
11720,27560
11721,6310
11722,35510
11724,3400
11725,28920
11726,19870
11727,26240
11729,27300
11730,13780
11731,29720
11732,3420
11733,17080
11735,31420
11736,20
11737,0
11738,16060
11739,1506
11740,9040
11741,26800
11742,12710
11743,40850
11746,64640
11747,20620
11749,3210
11750,0
11751,13860
11752,9640
11753,13670
11754,18020
11755,11530
11756,42530
11757,42700
11758,53360
11760,0
11762,22720
11763,27060
11764,12640
11765,570
11766,12300
